profile,portfolio,entry_point,metric,n,mean,median,std,iqr,p90,p95,ci95_lo,ci95_hi
intermediate_capacity,basic_segmentation,vendor_connection,catastrophic,75,0.8133333333333334,1.0,0.39226760492535434,0.0,1.0,1.0,0.72,0.8933333333333333
intermediate_capacity,basic_segmentation,workstation,weighted_service_hours_lost,75,122.56733333333332,171.85,93.72530530374002,197.4,219.31,222.5975,101.331825,144.8891083333333
intermediate_capacity,basic_segmentation,workstation,catastrophic,75,0.72,1.0,0.4520224821005304,1.0,1.0,1.0,0.6133333333333333,0.8266666666666667
intermediate_capacity,detection_plus_backups,internet_facing,weighted_service_hours_lost,75,60.31333333333332,71.89999999999999,38.567362167376054,52.85000000000001,99.74999999999999,112.75999999999999,51.30743333333333,68.73197499999999
intermediate_capacity,detection_plus_backups,internet_facing,catastrophic,75,0.7733333333333333,1.0,0.4214945523463591,0.0,1.0,1.0,0.6666666666666666,0.8666666666666667
intermediate_capacity,detection_plus_backups,medical_device,weighted_service_hours_lost,75,43.05933333333334,43.65,40.44907433322071,84.69999999999999,94.32500000000003,101.52999999999999,33.63216666666667,51.85571666666665
intermediate_capacity,detection_plus_backups,medical_device,catastrophic,75,0.56,1.0,0.4997296566441997,1.0,1.0,1.0,0.44,0.6666666666666666
intermediate_capacity,detection_plus_backups,privileged_system,weighted_service_hours_lost,75,65.47066666666667,71.45,42.45960866273725,69.0625,122.48000000000005,129.665,55.528466666666674,75.40273333333333
intermediate_capacity,detection_plus_backups,privileged_system,catastrophic,75,0.8,1.0,0.4026936331284146,0.0,1.0,1.0,0.7066666666666667,0.8933333333333333
intermediate_capacity,detection_plus_backups,vendor_connection,weighted_service_hours_lost,75,60.645,67.75,42.207411567356466,70.875,113.27000000000001,119.4575,50.445083333333336,70.11485833333333
intermediate_capacity,detection_plus_backups,vendor_connection,catastrophic,75,0.7466666666666667,1.0,0.43784895992991885,0.5,1.0,1.0,0.64,0.84
intermediate_capacity,detection_plus_backups,workstation,weighted_service_hours_lost,75,41.489000000000004,17.7,43.20921726618936,80.725,103.00000000000003,111.05499999999998,31.645958333333333,51.62665833333333
intermediate_capacity,detection_plus_backups,workstation,catastrophic,75,0.52,1.0,0.5029641865709455,1.0,1.0,1.0,0.4,0.64
